ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
25	"LOC413633"	NA	chrNC_037653.1	-	1539622	1539852	1539640	1539852	1536996	1537221	25	17,62,162,36	27,77,28,78	93,106,100,209,151	21,28,70,98,42	167	149	0.0154599015844	0.03491505863443146	0.36,0.418,0.838,0.292	0.798,0.772,0.56,0.656,0.762	-0.233
26	"LOC413633"	NA	chrNC_037653.1	-	1539622	1539852	1539640	1539852	1539511	1539520	26	7,17,79,5	0,0,0,0	33,83,20,68,42	0,0,0,0,2	167	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.949	0.01
27	"LOC726888"	NA	chrNC_037653.1	-	1473046	1473423	1473091	1473423	1472376	1472673	27	7,0,0,10	18,11,8,35	0,10,11,12,14	8,0,6,0,0	194	149	1.17339914441e-06	5.057281692574094e-06	0.23,0.0,0.0,0.18	0.0,1.0,0.585,1.0,1.0	-0.614
28	"LOC412031"	NA	chrNC_037653.1	-	1103103	1103160	1103128	1103160	1102299	1102348	28	8,1,18,12	0,5,35,4	4,6,13,13,2	0,1,6,2,12	174	149	0.417004006282	0.6362980385710849	1.0,0.146,0.306,0.72	1.0,0.837,0.65,0.848,0.125	-0.149
29	"LOC412031"	NA	chrNC_037653.1	-	1103103	1103160	1103128	1103160	1102299	1102353	29	6,1,18,8	34,14,55,32	2,6,12,13,4	0,12,16,4,14	174	149	0.0103128346556	0.024027057348294627	0.131,0.058,0.219,0.176	1.0,0.3,0.391,0.736,0.197	-0.379
30	"LOC409854"	NA	chrNC_037653.1	-	1083573	1083835	1083594	1083835	1083194	1083505	30	2859,4985,7609,6218	815,1313,2136,1837	5063,6044,4791,5748,4677	562,669,595,717,502	170	149	0	0.0	0.755,0.769,0.757,0.748	0.888,0.888,0.876,0.875,0.891	-0.126
31	"LOC100576563"	NA	chrNC_037653.1	-	1049318	1049693	1049363	1049693	1047862	1048233	31	28,83,146,153	10,33,52,67	146,177,45,60,140	112,88,46,64,116	194	149	1.02192768131e-05	3.8623625698742045e-05	0.683,0.659,0.683,0.637	0.5,0.607,0.429,0.419,0.481	0.178
32	"LOC411575"	NA	chrNC_037653.1	-	766270	766478	766310	766478	765426	765559	32	32,113,127,115	129,230,225,213	42,72,40,81,93	314,514,397,529,452	189	149	0	0.0	0.164,0.279,0.308,0.299	0.095,0.099,0.074,0.108,0.14	0.159
33	"LOC411525"	NA	chrNC_037653.1	-	750467	750728	750558	750728	749973	750093	33	1230,2571,788,3569	4,37,9,27	176,399,157,206,268	42,76,76,36,55	240	149	0	0.0	0.995,0.977,0.982,0.988	0.722,0.765,0.562,0.78,0.752	0.269
34	"LOC412830"	NA	chrNC_037652.1	+	9307721	9307914	9307721	9307911	9308079	9308309	34	4,22,5,4	60,91,95,165	1,12,1,4,0	16,47,15,32,24	152	149	0.579982886822	0.837584691550256	0.061,0.192,0.049,0.023	0.058,0.2,0.061,0.109,0.0	-0.004
35	"LOC409681"	NA	chrNC_037652.1	+	8350365	8350552	8350365	8350489	8350677	8350810	35	528,1327,8113,971	127,343,2526,224	386,510,563,605,610	265,297,264,290,280	212	149	2.10942374679e-15	1.9514376168002885e-14	0.745,0.731,0.693,0.753	0.506,0.547,0.6,0.595,0.605	0.16
36	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175585	8175451	8175575	8176537	8176774	36	47,39,210,39	41,54,220,44	32,123,132,88,34	36,247,278,210,62	159	149	0.000127813885939	0.00040837644770394364	0.518,0.404,0.472,0.454	0.454,0.318,0.308,0.282,0.339	0.122
37	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175829	8175451	8175575	8176537	8176774	37	379,668,1546,734	41,54,220,44	541,1072,1258,1053,615	36,247,278,210,62	298	149	0.00291370361242	0.007651067324300023	0.822,0.861,0.778,0.893	0.883,0.685,0.693,0.715,0.832	0.077
38	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175829	8175451	8175585	8176537	8176774	38	414,770,1656,855	37,35,182,27	560,1226,1377,1189,645	26,105,118,70,16	298	149	0.677439871174	0.950996542962358	0.848,0.917,0.82,0.941	0.915,0.854,0.854,0.895,0.953	-0.013
39	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175585	8175451	8175575	8177361	8177605	39	10,4,32,12	0,0,2,0	12,19,14,20,20	5,0,2,4,7	159	149	9.78140280994e-06	3.7095508769772456e-05	1.0,1.0,0.937,1.0	0.692,1.0,0.868,0.824,0.728	0.162
40	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175829	8175451	8175575	8177361	8177605	40	139,301,816,343	0,0,2,0	331,556,692,666,450	5,0,2,4,7	298	149	0.925725056293	1.0	1.0,1.0,0.995,1.0	0.971,1.0,0.994,0.988,0.97	0.014
41	"LOC100577912"	NA	chrNC_037652.1	+	8175451	8175829	8175451	8175585	8177361	8177605	41	174,403,926,464	0,0,4,0	350,710,811,802,480	6,1,0,2,2	298	149	1	1.0	1.0,1.0,0.991,1.0	0.967,0.997,1.0,0.995,0.992	0.008
42	"CPF2"	NA	chrNC_037652.1	+	7840908	7841251	7840908	7841092	7841734	7842089	42	5690,6020,13806,8087	657,1441,3654,1088	677,1233,1087,1144,1000	108,169,252,173,157	298	149	0.567228676046	0.8234685507141866	0.812,0.676,0.654,0.788	0.758,0.785,0.683,0.768,0.761	-0.019
43	"LOC726510"	NA	chrNC_037652.1	-	7800921	7801376	7800926	7801376	7800648	7800832	43	0,2,3,0	14,6,10,3	0,0,0,1,0	1,0,6,2,2	154	149	1	1.0	0.0,0.244,0.225,0.0	0.0,NA,0.0,0.326,0.0	0.036
44	"LOC408517"	NA	chrNC_037652.1	-	7774331	7777051	7774833	7777051	7772283	7772438	44	0,11,13,17	1,0,5,10	17,0,24,39,26	2,21,4,31,20	298	149	0.353650945835	0.55396081294742	0.0,1.0,0.565,0.459	0.81,0.0,0.75,0.386,0.394	0.038
45	"LOC551799"	NA	chrNC_037653.1	+	4628799	4631594	4628799	4631315	4633020	4633560	45	1,6,24,23	1,0,0,5	13,30,26,17,35	1,9,2,0,2	298	149	0.136025842875	0.24611549803324467	0.333,1.0,1.0,0.697	0.867,0.625,0.867,1.0,0.897	-0.094
46	"LOC552708"	NA	chrNC_037652.1	-	7590514	7591104	7590601	7591104	7590165	7590428	46	94,95,71,128	5,0,2,1	36,40,31,50,17	0,1,2,0,0	236	149	0.153260983969	0.2723955269738417	0.922,1.0,0.957,0.988	1.0,0.962,0.907,1.0,1.0	-0.007
47	"pHCl"	NA	chrNC_037652.1	+	7517528	7517779	7517528	7517617	7526389	7526454	47	65,135,321,204	69,197,69,140	190,237,194,345,228	176,308,289,380,323	298	149	0.0410321865228	0.08566776619632747	0.32,0.255,0.699,0.421	0.351,0.278,0.251,0.312,0.261	0.133
48	"LOC725115"	NA	chrNC_037652.1	+	7445726	7446772	7445726	7445790	7447017	7447178	48	1974,4871,4719,4404	0,0,2,0	3863,4959,4982,5204,5425	0,0,0,0,0	298	149	1	1.0	1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0
49	"Dop1"	NA	chrNC_037652.1	+	7374945	7375015	7374945	7375011	7375536	7375846	49	62,218,31,146	3,15,14,20	205,376,396,426,397	9,48,18,40,27	153	149	0.0961641450342	0.18313430204187442	0.953,0.934,0.683,0.877	0.957,0.884,0.955,0.912,0.935	-0.067
50	"Dop1"	NA	chrNC_037652.1	+	7374945	7375457	7374945	7375011	7375536	7375846	50	56,196,39,123	3,15,14,20	259,310,378,283,397	9,48,18,40,27	298	149	0.141332009207	0.2546740606003888	0.903,0.867,0.582,0.755	0.935,0.764,0.913,0.78,0.88	-0.078
51	"Dop1"	NA	chrNC_037652.1	+	7374945	7375457	7374945	7375015	7375536	7375846	51	56,205,38,123	62,216,30,146	259,311,379,283,401	205,374,396,426,397	298	149	0.908163270371	1.0	0.311,0.322,0.388,0.296	0.387,0.294,0.324,0.249,0.336	0.011
52	"LOC724160"	NA	chrNC_037652.1	+	7277945	7278547	7277945	7278388	7279407	7279465	52	292,512,506,530	14,12,37,14	364,588,696,727,546	0,4,5,4,2	298	149	0	0.0	0.912,0.955,0.872,0.95	1.0,0.987,0.986,0.989,0.993	-0.069
53	"LOC408528"	NA	chrNC_037652.1	+	6466815	6467085	6466815	6466918	6467627	6467841	53	166,252,290,354	663,1021,922,1194	834,1331,1014,1265,1321	1557,2105,2197,2933,3072	298	149	1.02251540568e-13	8.628937259383512e-13	0.111,0.11,0.136,0.129	0.211,0.24,0.188,0.177,0.177	-0.077
54	"Adar"	NA	chrNC_037652.1	-	6313877	6314525	6314222	6314525	6312990	6313193	54	566,1352,567,1585	6,2,0,0	537,1274,1718,1920,777	12,12,19,8,8	298	149	0.00116021378232	0.0032595078433411947	0.979,0.997,1.0,1.0	0.957,0.982,0.978,0.992,0.98	0.016
55	"Adar"	NA	chrNC_037652.1	-	6320637	6320932	6320686	6320932	6320326	6320517	55	420,1219,673,1266	4,59,20,39	613,1053,1045,1127,910	20,29,22,16,16	198	149	0.0050352765695	0.012608150051148924	0.988,0.94,0.962,0.961	0.958,0.965,0.973,0.981,0.977	-0.008
56	"LOC726302"	NA	chrNC_037652.1	-	6246790	6247474	6246877	6247474	6242502	6245373	56	21,59,242,44	11,7,20,6	38,92,94,128,242	38,91,66,35,113	236	149	9.66225435062e-06	3.676978376802207e-05	0.547,0.842,0.884,0.822	0.387,0.39,0.473,0.698,0.575	0.269
57	"LOC100576855"	NA	chrNC_037652.1	+	5876181	5876341	5876181	5876287	5876679	5876785	57	276,467,128,966	33,4,6,48	24,205,109,88,57	0,0,2,0,0	203	149	5.32064059477e-10	3.3044765042237276e-09	0.86,0.988,0.94,0.937	1.0,1.0,0.976,1.0,1.0	-0.064
58	"LOC100576855"	NA	chrNC_037652.1	+	5876181	5876341	5876181	5876287	5876973	5877343	58	127,231,54,504	4,0,2,0	18,188,79,93,70	0,1,0,0,0	203	149	1	1.0	0.959,1.0,0.952,1.0	1.0,0.993,1.0,1.0,1.0	-0.021
59	"LOC100576855"	NA	chrNC_037652.1	+	5876181	5876341	5876181	5876287	5877412	5877977	59	120,214,50,496	0,0,0,2	6,224,72,89,73	2,7,0,4,0	203	149	0.0649129312495	0.12837432110254426	1.0,1.0,1.0,0.995	0.688,0.959,1.0,0.942,1.0	0.081
60	"LOC551517"	NA	chrNC_037652.1	+	5821042	5821226	5821042	5821193	5821296	5821344	60	442,712,759,783	48,114,96,75	529,774,678,893,624	30,43,55,103,46	182	149	2.44365505215e-05	8.742591133177428e-05	0.883,0.836,0.866,0.895	0.935,0.936,0.91,0.877,0.917	-0.045
61	"LOC724466"	NA	chrNC_037652.1	-	5267026	5267173	5267038	5267173	5266513	5266957	61	0,1,4,1	38,85,37,101	8,8,1,0,0	46,40,38,44,87	161	149	0.00806770634076	0.01926317356308894	0.0,0.011,0.091,0.009	0.139,0.156,0.024,0.0,0.0	-0.036
62	"LOC724466"	NA	chrNC_037652.1	-	5278138	5280984	5278473	5280984	5277283	5277578	62	3,4,7,9	0,0,0,0	0,2,0,0,0	6,0,0,4,1	298	149	1	1.0	1.0,1.0,1.0,1.0	0.0,1.0,NA,0.0,0.0	0.75
63	"LOC724466"	NA	chrNC_037652.1	-	5278138	5280984	5280684	5280984	5277283	5277578	63	5,3,0,3	0,2,0,0	0,0,5,0,0	2,2,0,0,2	298	149	1	1.0	1.0,0.429,NA,1.0	0.0,0.0,1.0,NA,0.0	0.56
64	"LOC724466"	NA	chrNC_037652.1	-	5278473	5280984	5280684	5280984	5277283	5277578	64	2,3,0,2	0,2,0,0	6,0,5,4,1	2,2,0,0,2	298	149	1	1.0	1.0,0.429,NA,1.0	0.6,0.0,1.0,1.0,0.2	0.25
65	"LOC409674"	NA	chrNC_037652.1	-	5244522	5244783	5244639	5244783	5241118	5241378	65	195,371,343,434	567,662,556,851	1242,1934,1754,2873,1808	329,491,544,647,413	266	149	0	0.0	0.162,0.239,0.257,0.222	0.679,0.688,0.644,0.713,0.71	-0.467
66	"LOC551946"	NA	chrNC_037652.1	-	5179950	5180316	5179962	5180316	5179379	5179805	66	37,89,78,96	335,898,516,1126	127,218,178,210,202	911,1170,1211,1178,1346	161	149	2.58108747282e-05	9.17489453762865e-05	0.093,0.084,0.123,0.073	0.114,0.147,0.12,0.142,0.122	-0.036
67	"LOC551946"	NA	chrNC_037652.1	-	5179950	5180316	5179999	5180316	5179379	5179805	67	243,524,287,579	14,14,53,48	660,787,840,1097,875	48,63,52,53,87	198	149	0.613051547865	0.8767509523476812	0.929,0.966,0.803,0.901	0.912,0.904,0.924,0.94,0.883	-0.013
68	"LOC551946"	NA	chrNC_037652.1	-	5179962	5180316	5179999	5180316	5179379	5179805	68	541,1333,725,1609	14,14,53,48	1444,1739,1873,2065,2019	48,63,52,53,87	186	149	0.582309628287	0.8393002530264386	0.969,0.987,0.916,0.964	0.96,0.957,0.967,0.969,0.949	-0.001
69	"LOC410623"	NA	chrNC_037652.1	-	5090641	5090809	5090647	5090809	5090332	5090566	69	12,25,29,22	0,2,0,2	19,39,9,29,13	0,0,0,6,0	155	149	0.338061483407	0.5327540554617797	1.0,0.923,1.0,0.914	1.0,1.0,1.0,0.823,1.0	-0.005
70	"LOC726457"	NA	chrNC_037652.1	-	5081425	5081648	5081506	5081648	5079046	5079744	70	4,1,32,0	0,55,37,8	1,0,0,4,1	29,5,23,35,26	230	149	0.0121438904902	0.027852844267460788	1.0,0.012,0.359,0.0	0.022,0.0,0.0,0.069,0.024	0.32
71	"LOC410624"	NA	chrNC_037652.1	+	5069986	5070076	5069986	5070070	5072805	5074655	71	30,45,79,66	2,8,8,8	38,85,71,56,88	0,1,0,0,7	155	149	1.04144026991e-06	4.523820111534401e-06	0.935,0.844,0.905,0.888	1.0,0.988,1.0,1.0,0.924	-0.089
72	"LOC410632"	NA	chrNC_037652.1	-	3545473	3546384	3545477	3546384	3545125	3545263	72	0,0,0,0	7,12,17,0	0,0,0,1,2	7,26,13,15,21	153	149	1	1.0	0.0,0.0,0.0,NA	0.0,0.0,0.0,0.061,0.085	-0.029
73	"LOC408548"	NA	chrNC_037652.1	-	3036495	3036578	3036537	3036578	3036232	3036340	73	839,1856,1908,1879	491,705,1186,559	1570,2230,1774,2170,1980	210,284,294,314,226	191	149	0	0.0	0.571,0.673,0.557,0.724	0.854,0.86,0.825,0.844,0.872	-0.22
74	"LOC413515"	NA	chrNC_037652.1	-	2822674	2823068	2822821	2823068	2822066	2822451	74	684,1380,1134,1254	18,61,5,34	860,1410,1316,1440,1189	58,53,121,119,76	296	149	1.11022302463e-15	1.0445545138114595e-14	0.95,0.919,0.991,0.949	0.882,0.931,0.846,0.859,0.887	0.071
75	"LOC552479"	NA	chrNC_037652.1	-	2718575	2718903	2718695	2718903	2716324	2716480	75	987,1760,1604,1411	38,63,24,32	882,1200,1128,1392,1056	106,128,113,116,112	269	149	0	0.0	0.935,0.939,0.974,0.961	0.822,0.839,0.847,0.869,0.839	0.109
76	"LOC552479"	NA	chrNC_037652.1	-	2718575	2718903	2718695	2718903	2717958	2718066	76	1209,2140,2265,1818	34,19,34,66	1220,1633,1632,1903,1375	21,25,9,24,13	269	149	9.83629063912e-05	0.0003217165473830521	0.952,0.984,0.974,0.938	0.97,0.973,0.99,0.978,0.983	-0.017
77	"LOC724207"	NA	chrNC_037652.1	-	2534840	2535083	2534884	2535083	2534279	2534368	77	4,15,16,21	0,2,4,0	2,0,10,4,6	0,0,0,0,0	193	149	1	1.0	1.0,0.853,0.755,1.0	1.0,NA,1.0,1.0,1.0	-0.098
78	"LOC107965599"	NA	chrNC_037652.1	+	2491679	2492148	2491679	2491993	2492667	2492893	78	245,493,344,823	109,20,24,42	156,444,290,319,177	0,0,8,2,0	298	149	6.06181771445e-14	5.174779523802683e-13	0.529,0.925,0.878,0.907	1.0,1.0,0.948,0.988,1.0	-0.177
79	"LOC724123"	NA	chrNC_037652.1	-	2474918	2474988	2474928	2474988	2473857	2474738	79	321,440,517,640	65,68,70,39	198,428,287,346,320	16,30,23,41,32	159	149	0.00622907527429	0.01518465868958676	0.822,0.858,0.874,0.939	0.921,0.93,0.921,0.888,0.904	-0.04
80	"LOC724123"	NA	chrNC_037652.1	-	2475372	2475868	2475584	2475868	2474918	2474988	80	13,12,4,18	58,48,36,146	0,14,0,2,2	33,60,65,94,19	298	149	0.000282713126129	0.000862177547408578	0.101,0.111,0.053,0.058	0.0,0.104,0.0,0.011,0.05	0.048
81	"LOC726887"	NA	chrNC_037652.1	+	2236721	2237287	2236721	2237269	2243533	2243762	81	3815,7820,2354,8144	160,279,171,413	126,193,218,251,280	5,2,4,0,5	167	149	1.06935382771e-09	6.4599489428054915e-09	0.955,0.962,0.925,0.946	0.957,0.989,0.98,1.0,0.98	-0.034
82	"LOC727228"	NA	chrNC_037652.1	+	2192421	2192768	2192421	2192742	2192933	2193101	82	30,78,56,83	8,97,94,118	30,55,9,32,55	21,51,17,54,65	175	149	0.698539013845	0.9689270762931587	0.761,0.406,0.337,0.375	0.549,0.479,0.311,0.335,0.419	0.051
83	"LOC727223"	NA	chrNC_037652.1	-	2185141	2185898	2185172	2185898	2184614	2184845	83	26,33,22,44	57,118,249,107	19,30,31,17,15	6,47,29,29,11	180	149	2.59330165941e-06	1.0717364427954225e-05	0.274,0.188,0.068,0.254	0.724,0.346,0.469,0.327,0.53	-0.283
84	"LOC551984"	NA	chrNC_037652.1	-	1968887	1969128	1968891	1969128	1968580	1968817	84	701,1213,1152,1217	71,98,126,104	909,1429,1301,1651,1196	15,49,48,62,46	153	149	0	0.0	0.906,0.923,0.899,0.919	0.983,0.966,0.963,0.963,0.962	-0.056
85	"LOC100578556"	NA	chrNC_037652.1	+	1817347	1817641	1817347	1817592	1819962	1820087	85	0,4,8,6	0,0,0,0	63,141,107,174,104	27,30,16,20,8	198	149	1	1.0	NA,1.0,1.0,1.0	0.637,0.78,0.834,0.867,0.907	0.195
86	"LOC409573"	NA	chrNC_037652.1	+	1799097	1799239	1799097	1799185	1799389	1799500	86	15,33,35,10	98,194,289,196	177,188,189,226,201	100,180,174,224,167	203	149	0	0.0	0.101,0.111,0.082,0.036	0.565,0.434,0.444,0.425,0.469	-0.385
87	"LOC100577679"	NA	chrNC_037652.1	+	1577127	1577244	1577127	1577240	1577320	1577530	87	37,52,38,103	49,30,22,18	14,29,10,29,5	10,4,14,7,16	153	149	0.731375868163	1.0	0.424,0.628,0.627,0.848	0.577,0.876,0.41,0.801,0.233	0.052
88	"LOC409200"	NA	chrNC_037652.1	-	1573994	1574315	1574107	1574315	1572950	1573030	88	15,64,85,25	4,17,33,9	30,33,23,45,39	11,5,17,14,5	262	149	0.689287029094	0.9609165329929596	0.681,0.682,0.594,0.612	0.608,0.79,0.435,0.646,0.816	-0.017
89	"LOC411466"	NA	chrNC_037652.1	+	628194	628795	628194	628442	630011	630199	89	38,91,97,98	73,254,202,194	44,54,39,43,26	90,118,154,245,150	298	149	0.000331959624251	0.0009999492223691567	0.207,0.152,0.194,0.202	0.196,0.186,0.112,0.081,0.08	0.058
90	"LOC411466"	NA	chrNC_037652.1	+	636585	637341	636585	636828	638739	638875	90	12,88,304,97	16,115,85,94	152,158,147,328,193	10,38,8,23,28	298	149	2.19214646435e-11	1.5386780421199523e-10	0.273,0.277,0.641,0.34	0.884,0.675,0.902,0.877,0.775	-0.44
91	"LOC411466"	NA	chrNC_037652.1	+	647022	647210	647022	647183	647305	653771	91	202,474,421,448	4,32,36,37	205,227,224,318,260	6,13,21,13,9	176	149	0.0413024777831	0.08606953664319895	0.977,0.926,0.908,0.911	0.967,0.937,0.9,0.954,0.961	-0.013
92	"LOC411466"	NA	chrNC_037652.1	+	655390	655650	655390	655614	655722	655940	92	4,44,54,33	94,213,283,274	38,63,45,54,52	135,208,213,205,191	185	149	8.20810653095e-05	0.000270061362201346	0.033,0.143,0.133,0.088	0.185,0.196,0.145,0.175,0.18	-0.077
93	"LOC408501"	NA	chrNC_037651.1	+	10640837	10640980	10640837	10640967	10641031	10641086	93	0,1,4,0	2,14,12,24	2,11,4,19,3	26,28,21,25,18	162	149	0.000888498091471	0.002544649326738835	0.0,0.062,0.235,0.0	0.066,0.265,0.149,0.411,0.133	-0.131
94	"LOC408501"	NA	chrNC_037651.1	+	10640837	10640980	10640837	10640967	10641043	10641086	94	68,140,122,57	111,283,262,342	107,96,202,176,131	451,622,427,585,402	162	149	0.0641287252493	0.1270507271740164	0.36,0.313,0.3,0.133	0.179,0.124,0.303,0.217,0.231	0.066
95	"LOC408501"	NA	chrNC_037651.1	+	10640837	10640980	10640837	10640967	10641163	10641543	95	8,1,13,0	0,0,6,0	2,11,4,11,2	0,0,0,0,0	162	149	1	1.0	1.0,1.0,0.666,NA	1.0,1.0,1.0,1.0,1.0	-0.111
96	"Metrn"	NA	chrNC_037651.1	+	10631142	10631335	10631142	10631330	10631437	10631709	96	0,2,6,3	1,4,4,3	0,0,0,1,0	0,1,0,6,0	154	149	1	1.0	0.0,0.326,0.592,0.492	NA,0.0,NA,0.139,NA	0.283
97	"LOC408441"	NA	chrNC_037651.1	-	10599073	10599482	10599091	10599482	10598572	10598939	97	412,1274,1257,979	7,50,45,58	1238,1037,1392,1563,999	16,2,22,18,2	167	149	0	0.0	0.981,0.958,0.961,0.938	0.986,0.998,0.983,0.987,0.998	-0.031
98	"LOC724159"	NA	chrNC_037651.1	-	10588579	10589103	10589014	10589103	10584462	10584860	98	179,708,290,664	94,282,174,255	379,445,453,673,605	305,459,348,505,460	298	149	1.81698373014e-08	9.565121493665571e-08	0.488,0.557,0.455,0.566	0.383,0.326,0.394,0.4,0.397	0.136
