ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
28	"LOC409854"	"LOC409854"	chrNC_037653.1	-	1083573	1083835	1083594	1083835	1083194	1083505	28	785,7125,11262,7830,8656	290,3079,3802,3189,3653	49359,36210,51096	12521,8495,12670	170	149	2.79424816618e-10	2.064757423558962e-09	0.703,0.67,0.722,0.683,0.675	0.776,0.789,0.779	-0.091
29	"LOC100576563"	"LOC100576563"	chrNC_037653.1	-	1049318	1049693	1049363	1049693	1047862	1048233	29	7,97,86,86,25	3,18,55,43,5	5,5,0	0,0,0	194	149	1	1.0	0.642,0.805,0.546,0.606,0.793	1.0,1.0,NA	-0.322
30	"LOC411575"	"LOC411575"	chrNC_037653.1	-	766270	766478	766310	766478	765426	765559	30	4,64,44,37,19	20,241,276,165,156	18,23,35	62,43,78	189	149	9.26896958067e-05	0.00036335078794753363	0.136,0.173,0.112,0.15,0.088	0.186,0.297,0.261	-0.116
31	"LOC411525"	"LOC411525"	chrNC_037653.1	-	750467	750728	750558	750728	749973	750093	31	248,1856,249,647,174	0,63,8,26,24	344,58,331	19,9,27	240	149	0.00414529042445	0.011715740528080583	1.0,0.948,0.951,0.939,0.818	0.918,0.8,0.884	0.064
32	"LOC412830"	"LOC412830"	chrNC_037652.1	+	9307721	9307914	9307721	9307911	9308079	9308309	32	0,10,1,5,0	23,125,7,10,3	0,0,1	44,4,23	152	149	0.00158075400995	0.004849983776962282	0.0,0.073,0.123,0.329,0.0	0.0,0.0,0.041	0.091
33	"LOC409681"	"LOC409681"	chrNC_037652.1	+	8350365	8350552	8350365	8350489	8350677	8350810	33	461,2563,813,1249,826	110,450,141,190,205	21102,6459,16344	10589,2324,6546	212	149	0	0.0	0.747,0.8,0.802,0.822,0.739	0.583,0.661,0.637	0.155
34	"LOC100577912"	"LOC100577912"	chrNC_037652.1	+	8175451	8175585	8175451	8175575	8176537	8176774	34	0,17,45,27,13	0,15,33,12,25	16,28,12	6,31,3	159	149	1	1.0	NA,0.515,0.561,0.678,0.328	0.714,0.458,0.789	-0.133
35	"LOC100577912"	"LOC100577912"	chrNC_037652.1	+	8175451	8175829	8175451	8175575	8176537	8176774	35	154,1211,975,1187,1041	0,15,33,12,25	965,907,594	6,31,3	403	149	0.452317299734	0.7853688720045058	1.0,0.968,0.916,0.973,0.939	0.983,0.915,0.987	-0.002
36	"LOC100577912"	"LOC100577912"	chrNC_037652.1	+	8175451	8175829	8175451	8175585	8176537	8176774	36	154,1209,971,1183,1033	0,15,41,23,5	959,903,582	10,24,0	393	149	0.16640376854	0.331437958738107	1.0,0.968,0.9,0.951,0.987	0.973,0.934,1.0	-0.008
37	"LOC100577912"	"LOC100577912"	chrNC_037652.1	+	8175451	8175829	8175451	8175575	8177361	8177605	37	99,710,576,728,503	0,0,0,0,0	750,511,404	0,0,2	403	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.987	0.004
38	"CPF2"	"CPF2"	chrNC_037652.1	+	7840908	7841251	7840908	7841092	7841734	7842089	38	809,2454,4231,2640,3802	118,1395,2192,1532,3218	109,185,163	49,295,214	308	149	0.0131850705808	0.034126065032658824	0.768,0.46,0.483,0.455,0.364	0.518,0.233,0.269	0.166
39	"LOC726510"	"LOC726510"	chrNC_037652.1	-	7800921	7801376	7800926	7801376	7800648	7800832	39	0,0,0,0,0	0,0,6,0,6	9,2,8	43,20,18	154	149	1	1.0	NA,NA,0.0,NA,0.0	0.168,0.088,0.301	-0.186
40	"LOC408517"	"LOC408517"	chrNC_037652.1	-	7774331	7777051	7774833	7777051	7772283	7772438	40	3,88,83,89,67	0,6,4,2,6	221,87,86	3,41,13	651	149	0.109526196005	0.22898781367784019	1.0,0.77,0.826,0.911,0.719	0.944,0.327,0.602	0.221
41	"LOC551799"	"LOC551799"	chrNC_037653.1	+	4628799	4631594	4628799	4631315	4633020	4633560	41	28,91,155,63,133	4,12,8,5,10	303,295,329	0,14,13	428	149	0.000326369201943	0.0011551202467306179	0.709,0.725,0.871,0.814,0.822	1.0,0.88,0.898	-0.138
42	"LOC552708"	"LOC552708"	chrNC_037652.1	-	7590514	7591104	7590601	7591104	7590165	7590428	42	11,35,8,5,5	0,0,0,2,0	42,7,19	2,0,0	236	149	1	1.0	1.0,1.0,1.0,0.612,1.0	0.93,1.0,1.0	-0.054
43	"pHCl"	"pHCl"	chrNC_037652.1	+	7517528	7517779	7517528	7517617	7526389	7526454	43	20,109,181,98,139	9,81,127,93,71	1092,1176,931	9,37,58	311	149	0	0.0	0.516,0.392,0.406,0.335,0.484	0.983,0.938,0.885	-0.509
44	"Dop1"	"Dop1"	chrNC_037652.1	+	7374945	7375015	7374945	7375011	7375536	7375846	44	2,19,27,0,0	0,2,4,8,0	54,23,53	8,4,0	153	149	1	1.0	1.0,0.902,0.868,0.0,NA	0.868,0.848,1.0	-0.213
45	"Dop1"	"Dop1"	chrNC_037652.1	+	7374945	7375457	7374945	7375011	7375536	7375846	45	0,52,60,63,36	0,2,4,8,0	39,28,41	8,4,0	595	149	1	1.0	NA,0.867,0.79,0.664,1.0	0.55,0.637,1.0	0.101
46	"Dop1"	"Dop1"	chrNC_037652.1	+	7374945	7375457	7374945	7375015	7375536	7375846	46	0,52,54,63,36	2,19,21,0,0	39,26,41	54,21,53	591	149	0.000949221712673	0.0030324970886714984	0.0,0.408,0.393,1.0,1.0	0.154,0.238,0.163	0.375
47	"LOC724160"	"LOC724160"	chrNC_037652.1	+	7277945	7278547	7277945	7278388	7279407	7279465	47	37,575,627,433,306	0,2,3,0,0	1444,736,1329	75,33,61	308	149	0	0.0	1.0,0.993,0.99,1.0,1.0	0.903,0.915,0.913	0.086
48	"LOC408528"	"LOC408528"	chrNC_037652.1	+	6466815	6467085	6466815	6466918	6467627	6467841	48	60,273,220,223,228	140,951,764,719,1228	130,185,95	148,111,123	316	149	1.44328993201e-15	1.5268903324433663e-14	0.168,0.119,0.12,0.128,0.08	0.293,0.44,0.267	-0.21
49	"Adar"	"Adar"	chrNC_037652.1	-	6313877	6314525	6314222	6314525	6312990	6313193	49	308,1686,2590,3099,2980	0,4,4,0,0	337,886,937	40,26,32	494	149	0	0.0	1.0,0.992,0.995,1.0,1.0	0.718,0.911,0.898	0.155
50	"Adar"	"Adar"	chrNC_037652.1	-	6320326	6320517	6320409	6320517	6320151	6320250	50	157,819,1011,925,551	0,0,0,0,0	12375,8892,11531	44,65,27	232	149	0.932972800447	1.0	1.0,1.0,1.0,1.0,1.0	0.994,0.989,0.996	0.007
51	"Adar"	"Adar"	chrNC_037652.1	-	6320637	6320932	6320686	6320932	6320326	6320517	51	132,1173,1761,1652,1369	12,61,103,105,67	11844,10082,12217	338,161,267	198	149	0	0.0	0.892,0.935,0.928,0.922,0.939	0.963,0.979,0.972	-0.048
52	"LOC726302"	"LOC726302"	chrNC_037652.1	-	6246790	6247474	6246877	6247474	6242502	6245373	52	8,14,141,15,49	0,12,30,0,6	0,4,0	1,8,0	236	149	1	1.0	1.0,0.424,0.748,1.0,0.838	0.0,0.24,NA	0.682
53	"LOC100576855"	"LOC100576855"	chrNC_037652.1	+	5876181	5876341	5876181	5876287	5876679	5876785	53	67,255,67,57,43	1,15,0,4,0	137,62,116	4,9,2	203	149	0.553803730633	0.9171634067626073	0.98,0.926,1.0,0.913,1.0	0.962,0.835,0.977	0.039
54	"LOC100576855"	"LOC100576855"	chrNC_037652.1	+	5876181	5876341	5876181	5876287	5876973	5877343	54	41,109,3,3,9	0,0,0,0,0	80,2,46	2,0,0	203	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.967,1.0,1.0	0.011
55	"LOC100576855"	"LOC100576855"	chrNC_037652.1	+	5876181	5876341	5876181	5876287	5877412	5877977	55	37,97,3,3,9	0,0,0,0,0	72,0,42	5,6,1	203	149	0.000586688594443	0.0019617083226971467	1.0,1.0,1.0,1.0,1.0	0.914,0.0,0.969	0.372
56	"LOC551517"	"LOC551517"	chrNC_037652.1	+	5821042	5821226	5821042	5821193	5821296	5821344	56	107,578,285,425,242	6,67,36,66,26	3181,2136,3012	715,422,594	182	149	3.61341446764e-07	1.9705832139017015e-06	0.936,0.876,0.866,0.841,0.884	0.785,0.806,0.806	0.082
58	"LOC724466"	"LOC724466"	chrNC_037652.1	-	5278138	5280984	5278473	5280984	5277283	5277578	58	0,0,2,4,0	1,0,0,2,0	0,2,4	0,0,0	484	149	1	1.0	0.0,NA,1.0,0.381,NA	NA,1.0,1.0	-0.54
61	"LOC409674"	"LOC409674"	chrNC_037652.1	-	5244522	5244783	5244639	5244783	5241118	5241378	61	8,18,23,4,32	0,2,9,0,0	6,0,8	0,0,0	266	149	1	1.0	1.0,0.834,0.589,1.0,1.0	1.0,NA,1.0	-0.115
62	"LOC551946"	"LOC551946"	chrNC_037652.1	-	5179950	5180316	5179962	5180316	5179379	5179805	62	32,133,115,268,153	283,1567,1365,1834,1730	51,62,98	430,686,968	161	149	1	1.0	0.095,0.073,0.072,0.119,0.076	0.099,0.077,0.086	-0.0
63	"LOC551946"	"LOC551946"	chrNC_037652.1	-	5179950	5180316	5179999	5180316	5179379	5179805	63	217,1013,1034,1611,1156	8,108,44,127,77	408,386,669	24,36,40	198	149	0.774185740055	1.0	0.953,0.876,0.946,0.905,0.919	0.927,0.89,0.926	0.005
64	"LOC551946"	"LOC551946"	chrNC_037652.1	-	5179962	5180316	5179999	5180316	5179379	5179805	64	468,2447,2284,3177,2733	8,108,44,127,77	787,1010,1539	24,36,40	186	149	0.627015670564	1.0	0.979,0.948,0.977,0.952,0.966	0.963,0.957,0.969	0.001
65	"LOC410623"	"LOC410623"	chrNC_037652.1	-	5090641	5090809	5090647	5090809	5090332	5090566	65	5,19,35,62,28	1,0,2,0,0	6,4,0	0,0,0	155	149	1	1.0	0.828,1.0,0.944,1.0,1.0	1.0,1.0,NA	-0.046
66	"LOC726457"	"LOC726457"	chrNC_037652.1	-	5081425	5081648	5081506	5081648	5079046	5079744	66	0,0,6,12,0	2,0,4,18,4	1,5,4	0,6,4	230	149	1	1.0	0.0,NA,0.493,0.302,0.0	1.0,0.351,0.393	-0.383
67	"LOC410624"	"LOC410624"	chrNC_037652.1	+	5069986	5070076	5069986	5070070	5072805	5074655	67	0,5,14,0,2	0,0,0,0,0	71,46,83	3,2,1	155	149	1	1.0	NA,1.0,1.0,NA,1.0	0.958,0.957,0.988	0.032
69	"LOC410632"	"LOC410632"	chrNC_037652.1	-	3545473	3546384	3545477	3546384	3545125	3545263	69	0,0,0,0,0	0,20,22,2,2	5,15,13	103,132,114	153	149	1	1.0	NA,0.0,0.0,0.0,0.0	0.045,0.1,0.1	-0.082
70	"LOC408548"	"LOC408548"	chrNC_037652.1	-	3036495	3036578	3036537	3036578	3035931	3036142	70	39,494,260,226,162	51,249,502,278,271	1662,811,1726	1,10,3	191	149	0	0.0	0.374,0.607,0.288,0.388,0.318	0.999,0.984,0.998	-0.599
71	"LOC408548"	"LOC408548"	chrNC_037652.1	-	3036495	3036578	3036537	3036578	3036232	3036340	71	134,1507,786,593,426	40,757,361,433,288	5098,2968,5992	2480,1769,2774	191	149	0.835765424669	1.0	0.723,0.608,0.629,0.517,0.536	0.616,0.567,0.628	-0.001
72	"LOC413515"	"LOC413515"	chrNC_037652.1	-	2822674	2823068	2822821	2823068	2822066	2822451	72	153,1338,1194,1011,942	4,34,51,57,63	2818,2495,2903	847,804,805	296	149	0	0.0	0.951,0.952,0.922,0.899,0.883	0.626,0.61,0.645	0.294
73	"LOC552479"	"LOC552479"	chrNC_037652.1	-	2718575	2718903	2718695	2718903	2716324	2716480	73	344,1325,987,753,852	4,10,16,5,11	917,1055,2153	0,4,0	269	149	0.00382557078247	0.010859684801850324	0.979,0.987,0.972,0.988,0.977	1.0,0.993,1.0	-0.017
74	"LOC552479"	"LOC552479"	chrNC_037652.1	-	2718575	2718903	2718695	2718903	2717958	2718066	74	435,1808,1410,1075,1148	2,26,64,22,18	1204,1502,3270	18,12,48	269	149	0.00118117211454	0.003718291404470634	0.992,0.975,0.924,0.964,0.972	0.974,0.986,0.974	-0.013
75	"LOC724207"	"LOC724207"	chrNC_037652.1	-	2534840	2535083	2534884	2535083	2534279	2534368	75	2,10,6,8,2	0,0,0,0,0	14,8,4	0,0,2	193	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.607	0.131
76	"LOC107965599"	"LOC107965599"	chrNC_037652.1	+	2491679	2492148	2491679	2491993	2492667	2492893	76	0,18,2,4,0	6,6,0,6,0	8,8,6	0,0,0	304	149	1	1.0	0.0,0.595,1.0,0.246,NA	1.0,1.0,1.0	-0.54
77	"LOC724123"	"LOC724123"	chrNC_037652.1	-	2474918	2474988	2474928	2474988	2473857	2474738	77	78,368,135,174,118	4,39,5,47,13	802,158,436	39,18,66	159	149	0.277584069696	0.5187285317871196	0.948,0.898,0.962,0.776,0.895	0.951,0.892,0.861	-0.006
78	"LOC724123"	"LOC724123"	chrNC_037652.1	-	2475372	2475868	2475584	2475868	2474918	2474988	78	0,9,2,1,3	10,31,40,21,23	4,2,10	51,46,74	361	149	0.878703936747	1.0	0.0,0.107,0.02,0.019,0.051	0.031,0.018,0.053	0.005
79	"LOC726887"	"LOC726887"	chrNC_037652.1	+	2236721	2237287	2236721	2237269	2243533	2243762	79	0,7,334,16,7	0,4,24,0,0	14,9,1	0,0,0	167	149	1	1.0	NA,0.61,0.925,1.0,1.0	1.0,1.0,1.0	-0.116
80	"LOC727228"	"LOC727228"	chrNC_037652.1	+	2192421	2192768	2192421	2192742	2192933	2193101	80	4,52,0,14,1	9,67,18,10,11	82,8,22	92,16,46	175	149	0.129868985001	0.2671906003846291	0.275,0.398,0.0,0.544,0.072	0.431,0.299,0.289	-0.082
81	"LOC727223"	"LOC727223"	chrNC_037652.1	-	2185141	2185898	2185172	2185898	2184614	2184845	81	3,39,19,26,25	23,123,167,78,144	12,17,43	71,79,44	180	149	0.139199911489	0.28487423746586044	0.097,0.208,0.086,0.216,0.126	0.123,0.151,0.447	-0.094
82	"LOC551984"	"LOC551984"	chrNC_037652.1	-	1968887	1969128	1968891	1969128	1968580	1968817	82	140,1121,1057,1071,881	8,58,46,101,97	1744,1455,1755	45,19,58	153	149	0	0.0	0.945,0.95,0.957,0.912,0.898	0.974,0.987,0.967	-0.044
83	"LOC100578556"	"LOC100578556"	chrNC_037652.1	+	1817347	1817641	1817347	1817592	1819962	1820087	83	0,1,10,2,0	0,0,2,0,0	68,166,195	10,34,37	198	149	1	1.0	NA,1.0,0.79,1.0,NA	0.837,0.786,0.799	0.123
84	"LOC409573"	"LOC409573"	chrNC_037652.1	+	1799097	1799239	1799097	1799185	1799389	1799500	84	0,23,103,12,33	13,175,311,115,82	299,312,399	351,288,577	203	149	6.55031584529e-15	6.674427092884968e-14	0.0,0.088,0.196,0.071,0.228	0.385,0.443,0.337	-0.272
85	"LOC100577679"	"LOC100577679"	chrNC_037652.1	+	1577127	1577244	1577127	1577240	1577320	1577530	85	0,38,6,8,0	0,7,4,0,2	371,44,95	91,7,20	153	149	1	1.0	NA,0.841,0.594,1.0,0.0	0.799,0.86,0.822	-0.218
86	"LOC409200"	"LOC409200"	chrNC_037652.1	-	1573994	1574315	1574107	1574315	1572950	1573030	86	0,70,12,56,7	4,11,5,8,4	28,22,31	5,12,27	262	149	0.770607631022	1.0	0.0,0.784,0.577,0.799,0.499	0.761,0.51,0.395	-0.024
87	"LOC411466"	"LOC411466"	chrNC_037652.1	+	628194	628795	628194	628442	630011	630199	87	29,127,112,114,157	16,75,70,68,83	403,329,363	90,75,138	502	149	7.88602021129e-07	4.082175168197177e-06	0.35,0.334,0.322,0.332,0.36	0.571,0.566,0.438	-0.185
88	"LOC411466"	"LOC411466"	chrNC_037652.1	+	636585	637341	636585	636828	638739	638875	88	0,2,14,2,24	0,22,33,39,42	206,266,279	91,63,105	662	149	1	1.0	NA,0.02,0.087,0.011,0.114	0.338,0.487,0.374	-0.342
89	"LOC411466"	"LOC411466"	chrNC_037652.1	+	647022	647210	647022	647183	647305	653771	89	39,219,217,261,289	0,1,4,2,8	220,213,278	23,15,14	176	149	2.61885957364e-10	1.942571699067831e-09	1.0,0.995,0.979,0.991,0.968	0.89,0.923,0.944	0.068
90	"LOC411466"	"LOC411466"	chrNC_037652.1	+	655390	655650	655390	655614	655722	655940	90	0,6,22,48,46	50,114,111,105,222	107,50,93	275,153,370	185	149	0.00130719691069	0.004068702924591383	0.0,0.041,0.138,0.269,0.143	0.239,0.208,0.168	-0.087
91	"LOC408501"	"LOC408501"	chrNC_037651.1	+	10640837	10640980	10640837	10640967	10641031	10641086	91	4,5,0,1,0	0,70,38,42,36	0,0,10	8,17,16	162	149	0.214485876088	0.41441582445745306	1.0,0.062,0.0,0.021,0.0	0.0,0.0,0.365	0.095
92	"LOC408501"	"LOC408501"	chrNC_037651.1	+	10640837	10640980	10640837	10640967	10641043	10641086	92	6,110,132,90,103	44,662,329,418,344	61,56,100	197,316,376	162	149	0.950217768407	1.0	0.111,0.133,0.27,0.165,0.216	0.222,0.14,0.197	-0.007
93	"Metrn"	"Metrn"	chrNC_037651.1	+	10631142	10631335	10631142	10631330	10631437	10631709	93	0,1,0,0,8	0,1,2,0,6	0,0,0	7,11,15	154	149	1	1.0	NA,0.492,0.0,NA,0.563	0.0,0.0,0.0	0.352
94	"LOC408441"	"LOC408441"	chrNC_037651.1	-	10599073	10599482	10599091	10599482	10598572	10598939	94	453,2400,1749,2588,1622	6,61,34,112,59	1089,1458,1501	20,24,12	167	149	6.61759125276e-07	3.4719936762448127e-06	0.985,0.972,0.979,0.954,0.961	0.98,0.982,0.991	-0.014
95	"LOC724159"	"LOC724159"	chrNC_037651.1	-	10588579	10589103	10589014	10589103	10584462	10584860	95	136,1193,1177,1301,701	6,225,209,135,178	539,328,622	360,382,414	584	149	1.11022302463e-16	1.2496463812114418e-15	0.853,0.575,0.59,0.711,0.501	0.276,0.18,0.277	0.402
96	"LOC413286"	"LOC413286"	chrNC_037651.1	-	10558934	10559029	10558955	10559029	10558605	10558864	96	2,3,4,2,0	3,129,171,203,191	0,0,4	16,15,39	170	149	0.54422661608	0.9051741655763574	0.369,0.02,0.02,0.009,0.0	0.0,0.0,0.082	0.056
97	"LOC411495"	"LOC411495"	chrNC_037651.1	-	10475881	10476152	10475889	10476152	10475562	10475773	97	3,8,2,0,3	0,6,0,0,0	31,2,22	0,0,0	157	149	1	1.0	1.0,0.559,1.0,NA,1.0	1.0,1.0,1.0	-0.11
98	"LOC410567"	"LOC410567"	chrNC_037651.1	+	10369540	10369922	10369540	10369790	10371256	10371408	98	34,524,602,472,361	4,88,148,76,116	1076,717,1040	338,228,252	281	149	0.0170516535455	0.04355145285499736	0.818,0.759,0.683,0.767,0.623	0.628,0.625,0.686	0.084
99	"LOC727238"	"LOC727238"	chrNC_037651.1	+	10038829	10038960	10038829	10038956	10039984	10040382	99	4,32,20,2,2	0,11,20,20,17	134,42,101	120,61,112	153	149	0.732936935763	1.0	1.0,0.739,0.493,0.089,0.103	0.521,0.401,0.468	0.021
100	"LOC727232"	"LOC727232"	chrNC_037651.1	-	10023291	10023484	10023339	10023484	10022405	10022500	100	10,64,155,66,110	131,1003,2234,1114,1646	4,3,8	123,103,98	197	149	0.0576958053251	0.12898277033417274	0.055,0.046,0.05,0.043,0.048	0.024,0.022,0.058	0.014
101	"LOC727232"	"LOC727232"	chrNC_037651.1	-	10027380	10028328	10027587	10028328	10025461	10026716	101	4,66,107,89,104	2,61,77,69,81	33,20,24	0,0,4	356	149	1.12811648911e-10	8.701328776561593e-10	0.456,0.312,0.368,0.351,0.35	1.0,1.0,0.715	-0.538
102	"LOC727232"	"LOC727232"	chrNC_037651.1	-	10027380	10028328	10027599	10028328	10025461	10026716	102	4,88,127,89,135	1,109,330,59,141	34,22,28	8,12,12	368	149	0.00271898944648	0.008012121108653394	0.618,0.246,0.135,0.379,0.279	0.632,0.426,0.486	-0.183
103	"LOC727232"	"LOC727232"	chrNC_037651.1	-	10027380	10028328	10027616	10028328	10025461	10026716	103	4,117,157,89,174	5,5,12,4,11	34,34,37	2,2,0	385	149	0.0227231074227	0.056399917910701536	0.236,0.901,0.835,0.896,0.86	0.868,0.868,1.0	-0.166
